"","x"
"1",0.43468339988591
"2",0.449304750869061
"3",0.449716502536556
"4",0.447987616099071
"5",0.480559875583204
"6",0.544581206844791
"7",0.506382978723404
"8",0.533031674208145
"9",0.580090497737557
"10",0.620208023774146
"11",0.639819004524887
"12",0.65972850678733
"13",0.691818181818182
"14",0.700153139356815
"15",0.624034599938214
"16",0.6230012300123
"17",0.629368485591662
"18",0.637545344619105
"19",0.677633564744944
"20",0.711980878398566
"21",0.763181411974978
"22",0.80035387791212
"23",0.828596542631116
"24",0.842823939570017
"25",0.810559907165651
"26",0.59370488016171
"27",0.582804385458742
"28",0.590361445783133
"29",0.557085484796328
"30",0.350847457627119
"31",0.337471783295711
"32",0.3349148758024
"33",0.347001394700139
"34",0.372717508055854
"35",0.398605150214592
"36",0.433817701453104
"37",0.507387862796834
"38",0.568478829064297
"39",0.66235504014273
"40",0.689471346068414
"41",0.977846699158175
"42",0.925356750823271
"43",0.91820580474934
"44",0.874015748031496
"45",0.767894083574679
"46",0.77040395713108
"47",0.786223761972692
"48",0.797883167107673
"49",0.803810295905959
"50",0.809763970143232
"51",0.809315286624204
"52",0.814925373134328
"53",0.816019032513878
"54",0.808714341539664
"55",0.817049435578046
"56",0.822555512271134
"57",0.83865969397637
"58",0.860153256704981
"59",0.89226775449657
"60",0.926277372262774
"61",1.02224576271186
"62",1.10829573064908
"63",1.17684610075914
"64",1.27082976903336
"65",1.41577969251563
"66",1.46063257065949
"67",1.56255233629208
"68",1.66761316185068
"69",1.86449684490203
"70",2.02560713695688
"71",2.20315581854043
"72",2.37995414346544
"73",2.73235772357724
"74",2.9259319286872
"75",3.16483870967742
"76",3.58587970408491
"77",3.6754371891545
"78",3.8941214159859
"79",4.12886762360447
"80",5.02301952690903
"81",5.63808322824716
"82",6.17999057640961
"83",6.7424147638411
"84",7.45336868371803
"85",8.47929269427641
"86",9.49745095010042
"87",10.6878853267571
"88",11.7778631821676
"89",13.8013793103448
"90",15.6605042016807
"91",17.0318549001677
"92",17.9814420444174
"93",19.3741061919976
"94",20.5880565263638
"95",19.3983330712376
"96",19.6296472831268
"97",20.7594045141668
"98",19.923574270557
"99",20.1936884287861
"100",19.0158540743266
"101",21.1685547545486
"102",22.3891010065949
"103",22.0292725679229
"104",21.3936189281233
"105",23.1361832611833
"106",23.8147133990507
"107",23.4639347302058
"108",24.0346701649175
"109",25.1931493815414
"110",25.7552823665002
"111",25.6141199226306
"112",26.1504096761607
"113",27.5873671782763
"114",25.6682176815699
"115",23.7350815610159
"116",22.5335436382755
"117",24.9243128964059
