"","x"
"1",4.58266087148459
"2",5.07634879727614
"3",4.72378400971117
"4",4.65335467013563
"5",4.95019310102517
"6",4.60025275719306
"7",4.51618147471355
"8",4.26330720458513
"9",4.19065776233249
"10",4.37027843323119
"11",4.20009176868583
"12",3.16065303626819
"13",3.19045505121156
"14",3.14708737895201
"15",3.81275929615004
"16",4.39022154142099
"17",4.91664119128061
"18",5.00317687191486
"19",5.23690583808478
"20",5.66322535948003
"21",5.8015231564647
"22",6.67180963166476
"23",7.066555427083
"24",7.34779222827425
"25",8.02934692158619
"26",7.95757780012628
"27",8.09572654851187
"28",10.3451607585776
"29",10.4857693943665
"30",12.1283824753764
"31",14.9475626201649
"32",15.1982798249208
"33",14.7355081613282
"34",17.2305550903951
"35",18.8728808804911
"36",23.044015324292
"37",25.4220430379756
"38",32.3622180983791
"39",36.056178942319
"40",28.2490631162457
"41",29.7101471532772
"42",30.5616692423049
"43",32.5735705764489
"44",26.4186541853169
"45",26.2117774055915
"46",27.0646361585401
"47",23.5721764419459
"48",26.4364453419258
"49",23.8332321126618
"50",18.3227873371694
"51",16.8913383033419
"52",17.5808144976456
"53",18.1619643393445
"54",17.8093503322462
"55",16.5820332717371
"56",17.1256269641173
"57",17.4467971806588
"58",16.0795420520878
"59",14.8390329825684
"60",15.6200127543993
"61",14.4910325039651
"62",12.5154295061
"63",12.8819218473751
"64",13.2026371203352
"65",11.6658908530841
"66",11.4600077503425
"67",10.6927301520035
"68",12.0838777018357
"69",15.3512172697966
"70",16.3780021241838
"71",27.640937403777
"72",22.1669393888536
"73",15.8970955214862
"74",17.6845236204152
"75",17.6063868359916
"76",12.4897610449495
"77",26.9828136868896
"78",30.2401225072259
"79",29.6781878725955
"80",26.9699480519481
"81",22.0276257992398
"82",22.3538688293809
"83",23.1004735286596
"84",23.9784104895914
"85",25.4139745098401
"86",26.7724955730388
"87",26.7736261939542
"88",29.31953735332
"89",33.68853749131
"90",33.2858305252627
"91",33.0619055996048
"92",30.7181762353519
"93",36.0677105228607
"94",35.4823813877302
"95",35.1667023694935
"96",29.5667290048081
"97",25.5322130836041
"98",34.416450091327
"99",32.8326256356676
"100",34.6040890465989
"101",39.7386330688208
"102",40.9395209418838
"103",33.1505429920367
"104",30.7412578048597
"105",27.0635198020101
"106",28.8874467575975
"107",28.9228626340778
"108",26.7234966826237
"109",27.280276195328
"110",24.3051156619655
"111",22.1442471361095
"112",21.5342704296603
"113",24.8623798925528
"114",22.1213086099192
"115",21.6307863107859
"116",17.2183070814684
